f
"{""timestamp"":2021-01-20 11:22:52.012}"
"{""timestamp"":2021-01-20 11:22:50.622}"
"{""timestamp"":2021-01-20 00:22:43.793}"
"{""timestamp"":2021-01-20 00:22:52.302}"
"{""timestamp"":2021-01-20 00:22:43.04}"
"{""timestamp"":2021-01-20 00:22:51.318}"
"{""timestamp"":2021-01-20 00:22:49.94}"
"{""timestamp"":2021-01-20 00:22:43.291}"
"{""timestamp"":2021-01-20 00:22:47.466}"
"{""timestamp"":2021-01-20 00:22:45.424}"
"{""timestamp"":2021-01-20 00:22:46.785}"
"{""timestamp"":2021-01-20 00:22:58.406}"
"{""timestamp"":2021-01-20 00:22:38.255}"
"{""timestamp"":2021-01-20 00:22:58.044}"
"{""timestamp"":2021-01-20 00:22:54.272}"
"{""timestamp"":2021-01-20 00:22:41.678}"
"{""timestamp"":2021-01-20 00:22:44.938}"
"{""timestamp"":2021-01-20 00:22:50.191}"
"{""timestamp"":2021-01-20 00:22:46.204}"
"{""timestamp"":2021-01-20 00:22:43.445}"
"{""timestamp"":2021-01-20 00:22:57.298}"
"{""timestamp"":2021-01-20 00:22:47.15}"
"{""timestamp"":2021-01-20 00:22:51.525}"
"{""timestamp"":2021-01-20 00:22:49.317}"
"{""timestamp"":2021-01-20 00:22:55.394}"
"{""timestamp"":2021-01-20 00:22:56.447}"
"{""timestamp"":2021-01-20 00:22:49.522}"
"{""timestamp"":2021-01-20 00:22:46.309}"
"{""timestamp"":2021-01-20 00:22:51.27}"
"{""timestamp"":2021-01-20 00:22:53.687}"
"{""timestamp"":2021-01-20 00:22:45.811}"
"{""timestamp"":2021-01-20 00:22:40.192}"
"{""timestamp"":2021-01-20 00:22:41.052}"
"{""timestamp"":2021-01-20 00:22:39.19}"
"{""timestamp"":2021-01-20 00:22:40.133}"
"{""timestamp"":2021-01-20 00:22:49.155}"
"{""timestamp"":2021-01-20 00:22:48.645}"
"{""timestamp"":2021-01-20 00:22:39.405}"
"{""timestamp"":2021-01-20 00:22:48.493}"
"{""timestamp"":2021-01-20 00:22:54.217}"
"{""timestamp"":2021-01-20 00:22:45.262}"
"{""timestamp"":2021-01-20 00:22:39.726}"
"{""timestamp"":2021-01-20 00:22:57.404}"
"{""timestamp"":2021-01-20 00:22:45.862}"
"{""timestamp"":2021-01-20 00:22:56.193}"
"{""timestamp"":2021-01-20 00:22:45.606}"
"{""timestamp"":2021-01-20 00:22:52.253}"
"{""timestamp"":2021-01-20 00:22:47.988}"
"{""timestamp"":2021-01-20 00:22:39.677}"
"{""timestamp"":2021-01-20 00:22:55.561}"
"{""timestamp"":2021-01-20 00:22:41.101}"
"{""timestamp"":2021-01-20 00:22:51.646}"
"{""timestamp"":2021-01-20 00:22:39.009}"
"{""timestamp"":2021-01-20 00:22:46.614}"
"{""timestamp"":2021-01-20 00:22:46.513}"
"{""timestamp"":2021-01-20 00:22:41.531}"
"{""timestamp"":2021-01-20 00:22:54.944}"
"{""timestamp"":2021-01-20 00:22:50.907}"
"{""timestamp"":2021-01-20 00:22:54.797}"
"{""timestamp"":2021-01-20 00:22:47.792}"
"{""timestamp"":2021-01-20 00:22:42.379}"
"{""timestamp"":2021-01-20 00:22:46.108}"
"{""timestamp"":2021-01-20 00:22:40.574}"
"{""timestamp"":2021-01-20 00:22:57.133}"
"{""timestamp"":2021-01-20 00:22:54.32}"
"{""timestamp"":2021-01-20 00:22:46.156}"
"{""timestamp"":2021-01-20 00:22:53.581}"
"{""timestamp"":2021-01-20 00:22:55.122}"
"{""timestamp"":2021-01-20 00:22:51.853}"
"{""timestamp"":2021-01-20 00:22:54.645}"
"{""timestamp"":2021-01-20 00:22:38.358}"
"{""timestamp"":2021-01-20 00:22:58.771}"
"{""timestamp"":2021-01-20 00:22:53.173}"
"{""timestamp"":2021-01-20 00:22:51.948}"
"{""timestamp"":2021-01-20 00:22:47.521}"
"{""timestamp"":2021-01-20 00:22:53.479}"
"{""timestamp"":2021-01-20 00:22:49.108}"
"{""timestamp"":2021-01-20 00:22:58.919}"
"{""timestamp"":2021-01-20 00:22:41.778}"
"{""timestamp"":2021-01-20 00:22:54.896}"
"{""timestamp"":2021-01-20 00:22:45.317}"
"{""timestamp"":2021-01-20 00:22:54.022}"
"{""timestamp"":2021-01-20 00:22:49.419}"
"{""timestamp"":2021-01-20 00:22:58.306}"
"{""timestamp"":2021-01-20 00:22:46.405}"
"{""timestamp"":2021-01-20 00:22:46.357}"
"{""timestamp"":2021-01-20 00:22:57.581}"
"{""timestamp"":2021-01-20 00:22:41.58}"
"{""timestamp"":2021-01-20 00:22:52.466}"
"{""timestamp"":2021-01-20 00:22:46.562}"
"{""timestamp"":2021-01-20 00:22:48.998}"
"{""timestamp"":2021-01-20 00:22:56.042}"
"{""timestamp"":2021-01-20 00:22:55.067}"
"{""timestamp"":2021-01-20 00:22:42.69}"
"{""timestamp"":2021-01-20 00:22:48.693}"
"{""timestamp"":2021-01-20 00:22:59.227}"
"{""timestamp"":2021-01-20 00:22:39.884}"
"{""timestamp"":2021-01-20 00:22:44.294}"
"{""timestamp"":2021-01-20 00:22:42.784}"
"{""timestamp"":2021-01-20 00:22:40.027}"
"{""timestamp"":2021-01-20 00:22:42.275}"
"{""timestamp"":2021-01-20 00:22:40.08}"
"{""timestamp"":2021-01-20 00:22:39.13}"
"{""timestamp"":2021-01-20 00:22:57.672}"
"{""timestamp"":2021-01-20 00:22:46.887}"
"{""timestamp"":2021-01-20 00:22:57.941}"
"{""timestamp"":2021-01-20 00:22:44.242}"
"{""timestamp"":2021-01-20 00:22:43.844}"
"{""timestamp"":2021-01-20 00:22:51.798}"
"{""timestamp"":2021-01-20 00:22:45.657}"
"{""timestamp"":2021-01-20 00:22:44.457}"
"{""timestamp"":2021-01-20 00:22:49.366}"
"{""timestamp"":2021-01-20 00:22:55.513}"
"{""timestamp"":2021-01-20 00:22:45.102}"
"{""timestamp"":2021-01-20 00:22:52.918}"
"{""timestamp"":2021-01-20 00:22:59.127}"
"{""timestamp"":2021-01-20 00:22:45.365}"
"{""timestamp"":2021-01-20 00:22:59.379}"
"{""timestamp"":2021-01-20 00:22:38.013}"
"{""timestamp"":2021-01-20 00:22:58.152}"
"{""timestamp"":2021-01-20 00:22:50.24}"
"{""timestamp"":2021-01-20 00:22:43.339}"
"{""timestamp"":2021-01-20 00:22:43.947}"
"{""timestamp"":2021-01-20 00:22:56.849}"
"{""timestamp"":2021-01-20 00:22:49.991}"
"{""timestamp"":2021-01-20 00:22:50.406}"
"{""timestamp"":2021-01-20 00:22:43.242}"
"{""timestamp"":2021-01-20 00:22:50.454}"
"{""timestamp"":2021-01-20 00:22:52.41}"
"{""timestamp"":2021-01-20 00:22:57.838}"
"{""timestamp"":2021-01-20 00:22:43.995}"
"{""timestamp"":2021-01-20 00:22:48.847}"
"{""timestamp"":2021-01-20 00:22:43.745}"
"{""timestamp"":2021-01-20 00:22:45.91}"
"{""timestamp"":2021-01-20 00:22:59.479}"
"{""timestamp"":2021-01-20 00:22:41.151}"
"{""timestamp"":2021-01-20 00:22:55.338}"
"{""timestamp"":2021-01-20 00:22:41.419}"
"{""timestamp"":2021-01-20 00:22:44.624}"
"{""timestamp"":2021-01-20 00:22:52.202}"
"{""timestamp"":2021-01-20 00:22:38.69}"
"{""timestamp"":2021-01-20 00:22:38.592}"
"{""timestamp"":2021-01-20 00:22:40.459}"
"{""timestamp"":2021-01-20 00:22:48.244}"
"{""timestamp"":2021-01-20 00:22:40.623}"
"{""timestamp"":2021-01-20 00:22:45.958}"
"{""timestamp"":2021-01-20 00:22:42.481}"
"{""timestamp"":2021-01-20 00:22:44.093}"
"{""timestamp"":2021-01-20 00:22:40.349}"
"{""timestamp"":2021-01-20 00:22:41.26}"
"{""timestamp"":2021-01-20 00:22:43.094}"
"{""timestamp"":2021-01-20 00:22:56.3}"
"{""timestamp"":2021-01-20 00:22:54.166}"
"{""timestamp"":2021-01-20 00:22:41.728}"
"{""timestamp"":2021-01-20 00:22:40.675}"
"{""timestamp"":2021-01-20 00:22:58.824}"
"{""timestamp"":2021-01-20 00:22:54.433}"
"{""timestamp"":2021-01-20 00:22:55.723}"
"{""timestamp"":2021-01-20 00:22:45.553}"
"{""timestamp"":2021-01-20 00:22:40.397}"
"{""timestamp"":2021-01-20 00:22:47.048}"
"{""timestamp"":2021-01-20 00:22:45.498}"
"{""timestamp"":2021-01-20 00:22:42.07}"
"{""timestamp"":2021-01-20 00:22:52.35}"
