b
"{""text"":Ci siete?,""timestamp"":2021-01-20 00:07:41.416}"
"{""text"":Che fate?,""timestamp"":2021-01-20 00:07:41.391}"
"{""text"":Tutto bene?,""timestamp"":2021-01-20 00:07:41.37}"
"{""text"":Che fate?,""timestamp"":2021-01-20 00:07:41.345}"
"{""text"":Ah davvero,""timestamp"":2021-01-20 00:07:41.322}"
"{""text"":Tutto bene?,""timestamp"":2021-01-20 00:07:41.299}"
"{""text"":Post,""timestamp"":2021-01-20 00:07:41.276}"
"{""text"":Post,""timestamp"":2021-01-20 00:07:41.253}"
"{""text"":Post,""timestamp"":2021-01-20 00:07:41.209}"
"{""text"":Ah incredibile,""timestamp"":2021-01-20 00:07:41.181}"
"{""text"":Ah davvero,""timestamp"":2021-01-20 00:07:41.15}"
"{""text"":Ah davvero,""timestamp"":2021-01-20 00:07:41.077}"
"{""text"":Ah incredibile,""timestamp"":2021-01-20 00:07:41.038}"
"{""text"":Tutto bene?,""timestamp"":2021-01-20 00:07:41.013}"
"{""text"":Che fate?,""timestamp"":2021-01-20 00:07:40.983}"
"{""text"":Che fate?,""timestamp"":2021-01-20 00:07:40.958}"
"{""text"":Che fate?,""timestamp"":2021-01-20 00:07:40.929}"
"{""text"":Tutto bene?,""timestamp"":2021-01-20 00:07:40.895}"
"{""text"":Che fate?,""timestamp"":2021-01-20 00:07:40.866}"
"{""text"":Post,""timestamp"":2021-01-20 00:07:40.833}"
"{""text"":Post,""timestamp"":2021-01-20 00:07:40.804}"
"{""text"":Che fate?,""timestamp"":2021-01-20 00:07:40.782}"
"{""text"":Sono ioo,""timestamp"":2021-01-20 00:07:40.759}"
"{""text"":Ah davvero,""timestamp"":2021-01-20 00:07:40.736}"
"{""text"":Tutto bene?,""timestamp"":2021-01-20 00:07:40.696}"
"{""text"":Tutto bene?,""timestamp"":2021-01-20 00:07:40.672}"
"{""text"":Sono ioo,""timestamp"":2021-01-20 00:07:40.649}"
"{""text"":Ah davvero,""timestamp"":2021-01-20 00:07:40.627}"
"{""text"":Ci siete?,""timestamp"":2021-01-20 00:07:40.605}"
"{""text"":Tutto bene?,""timestamp"":2021-01-20 00:07:40.578}"
"{""text"":Che fate?,""timestamp"":2021-01-20 00:07:40.541}"
"{""text"":Tutto bene?,""timestamp"":2021-01-20 00:07:40.518}"
"{""text"":Ci siete?,""timestamp"":2021-01-20 00:07:40.494}"
"{""text"":Sono ioo,""timestamp"":2021-01-20 00:07:40.47}"
"{""text"":Ah incredibile,""timestamp"":2021-01-20 00:07:40.447}"
"{""text"":Ah incredibile,""timestamp"":2021-01-20 00:07:40.424}"
"{""text"":Che fate?,""timestamp"":2021-01-20 00:07:40.4}"
"{""text"":Ah incredibile,""timestamp"":2021-01-20 00:07:40.375}"
"{""text"":Ah incredibile,""timestamp"":2021-01-20 00:07:40.353}"
